title,metacritic_score
The Betrayal - Nerakhoon,78
2046,78
Tickling Giants,78
Abortion: Stories Women Tell,78
Pusher II: With Blood On My Hands,78
A Simple Life,78
The Case Against 8,78
Henri Langlois: The Phantom of the Cinematheque,78
Tempestad,78
House of Games,78
Chariots of Fire,78
Beach Rats,78
Yellow Submarine,78
Eve's Bayou,78
Tex,78
Dr. No,78
Much Ado About Nothing,78
Ruthless People,78
Up and Down,78
Endless Poetry,78
Did You Wonder Who Fired the Gun?,78
The Last Mistress,78
Live-In Maid,78
The Saddest Music in the World,78
Insomnia,78
Lone Star,78
Thief,78
Tracks,78
The Princess of Montpensier,78
The Kindergarten Teacher,78
The Fearless Freaks,78
Zodiac,78
Kung Fu Hustle,78
Breathe,78
Hilary and Jackie,78
Play Misty for Me,78
Best in Show,78
Born Into Brothels: Calcutta's Red Light Kids,78
"Monsters, Inc.",78
Drive,78
Indignation,78
Bird,78
Enough Said,78
Bright Lights: Starring Carrie Fisher and Debbie Reynolds,78
A Brief History of Time,78
28 Weeks Later,78
The Boys: The Sherman Brothers' Story,78
Deep Sea,78
Private Property,78
The Age of Shadows,78
Control,78
Long Strange Trip,78
Angels Wear White,78
Clouds of Sils Maria,78
Blue Ruin,77
Trapped,77
Rescue Dawn,77
Finding Dory,77
Kramer vs. Kramer,77
Zero Days,77
Have a Nice Day,77
Courage Under Fire,77
The Hunt,77
Abuse of Weakness,77
Voyage of Time: The IMAX Experience,77
Hukkle,77
The Princess Bride,77
My Own Private Idaho,77
Panic,77
Human Flow,77
No Way Out,77
The Dark Horse,77
Happy Feet,77
The Weather Underground,77
Facing the Music,77
Run Lola Run,77
Apollo 13,77
Before Sunrise,77
China Heavyweight,77
Sleeper,77
Jiro Dreams of Sushi,77
Command and Control,77
Seduced and Abandoned,77
The Gift,77
Victoria,77
I Killed My Mother,77
Mugabe and the White African,77
The Aviator,77
Get Low,77
A Quiet Passion,77
Home of the Brave,77
Circo,77
The Elephant Man,77
Stephanie Daley,77
Water,77
The Rape of Europa,77
Gerald's Game,77
Bukowski: Born into This,77
Meru,77
Monsoon Wedding,77
Italian for Beginners,77
Louder Than a Bomb,77
A Christmas Story,77
The Big Easy,77
Code Black,77
Logan,77
Brooklyn Castle,77
The Edge of Seventeen,77
Detroit,77
The Three Burials of Melquiades Estrada,77
Don't Call Me Son,77
The Immigrant,77
The Color of Money,77
Paddington,77
Jauja,77
Philomena,77
Shanghai Noon,77
Scratch,77
Daughter from Danang,77
Under the City's Skin,77
Somers Town,77
Presenting Princess Shaw,77
Queen of Earth,77
Mississippi Grind,77
Keep On Keepin' On,77
Win It All,77
Outside In,77
Grindhouse,77
How to Change the World,77
Humanité,77
Fat Girl,77
"Sobibór, 14 octobre 1943, 16 heures",77
Tramps,77
Evolution,77
God Loves Uganda,77
"I, Tonya",77
Grandma,77
Child's Pose,77
Mountain Patrol,77
Revenge of the Mekons,77
Sin Nombre,77
The Devil and Daniel Johnston,77
Private Fears in Public Places,77
Under the Sea 3D,77
The Messenger,77
Caesar Must Die,77
Body Heat,77
The Pool,77
Starving the Beast,77
Little Fish,77
Apprentice,77
Bodied,77
Blissfully Yours,77
The House I Live In,77
The Escape,77
Calvary,77
Pump Up the Volume,77
Saturday Night Fever,77
Gerhard Richter - Painting,77
Magnolia,77
The Decline of Western Civilization Part III,77
A Band Called Death,77
"Jim & Andy: The Great Beyond — Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",77
Baden Baden,77
The War Tapes,77
The Graduate,77
Benda Bilili!,77
A Single Man,77
Güeros,77
Chungking Express,77
The Usual Suspects,77
Red Riding Trilogy,77
Hairspray,77
WarGames,77
Buzzard,77
On Body and Soul,77
Best of Enemies,77
Wild Tales,77
Crimes and Misdemeanors,77
Ulee's Gold,77
Pollock,77
Our Song,77
51 Birch Street,77
Alamar (To the Sea),77
Sholem Aleichem: Laughing in the Darkness,77
A River Changes Course,77
Expedition to the End of the World,77
Icaros: A Vision,77
Wetlands,77
Mother of George,77
Chi-Raq,77
Personal Shopper,77
Open Hearts,77
Shut Up & Sing,77
A Bug's Life,77
The Cockettes,77
The Big Red One (re-release),77
The Imposter,77
The B-Side: Elsa Dorfman's Portrait Photography,77
Notre musique,77
Prophet's Prey,77
Miss Sharon Jones!,77
Mediterranea,77
8 Mile,77
12:08 East of Bucharest,77
While We're Young,77
The Hunting Ground,77
The Jungle Book,77
The Teacher,77
The Beguiled,77
Neighboring Sounds,77
Jerry Maguire,77
The Ghost Writer,77
The Naked Gun: From the Files of Police Squad!,76
Five Star,76
Intimate Stories,76
It Felt Like Love,76
Roman Holiday,76
The Baader Meinhof Complex,76
Guardians of the Galaxy,76
Heat,76
Djomeh,76
The Workshop,76
Silent Souls,76
Syriana,76
Creepy,76
Their Finest,76
And Everything Is Going Fine,76
Buck,76
Machines,76
A Monster Calls,76
Actress,76
Jane Eyre,76
3:10 to Yuma,76
Night School,76
Boyz n the Hood,76
Machuca,76
Blue Velvet,76
Dreamgirls,76
24 Frames,76
The Road Warrior,76
Menace II Society,76
La Ciudad (The City),76
Chuck & Buck,76
Ratcatcher,76
The Sleepy Time Gal,76
Blue Car,76
This So-Called Disaster: Sam Shepard Directs the Late Henry Moss,76
A Very Long Engagement,76
Shine a Light,76
Living in Emergency: Stories of Doctors Without Borders,76
This Ain't California,76
Tokyo Waka: A City Poem,76
The Death of Louis XIV,76
The Light of the Moon,76
The Lunchbox,76
Father of My Children,76
99 Homes,76
Flight,76
The Death and Life of Marsha P. Johnson,76
Escape from New York,76
Dogtown and Z-Boys,76
Dirty Wars,76
Escape from Alcatraz,76
Soul Power,76
Every Little Step,76
The Sure Thing,76
Maggie's Plan,76
Spettacolo,76
"3 1/2 Minutes, 10 Bullets",76
Blue Caprice,76
Grosse Pointe Blank,76
Smoke Signals,76
Rosetta,76
Kandahar,76
Broken Embraces,76
A Poem Is a Naked Person,76
Dig!,76
Keep Quiet,76
Service (Serbis),76
Lo and Behold: Reveries of the Connected World,76
Bill Cunningham New York,76
A Touch of Sin,76
The Disaster Artist,76
Breaking the Waves,76
Career Girls,76
Dheepan,76
Adventureland,76
Testament of Youth,76
The Army of Crime,76
Like Someone in Love,76
Hara-Kiri: Death of a Samurai,76
Hoosiers,76
When Harry Met Sally...,76
Donnie Brasco,76
Princess Mononoke,76
Jesus' Son,76
Morning Sun,76
In America,76
Lore,76
The Hunter,76
Lost in America,76
Ain't in It for My Health: A Film About Levon Helm,76
Rebirth,76
Something in the Air,76
Chico & Rita,76
The Miseducation of Cameron Post,76
Fifi Howls from Happiness,76
Inside Man,76
Lady Macbeth,76
Sid and Nancy,76
Beats Rhymes & Life: The Travels of a Tribe Called Quest,76
Cartel Land,76
An Honest Liar,76
The Girl with the Dragon Tattoo,76
American Gangster,76
Rabbit Hole,76
Ghost in the Shell,76
A Dangerous Method,76
Bobby Fischer Against the World,76
10 Cloverfield Lane,76
What We Do in the Shadows,76
Black Souls,76
Full Metal Jacket,76
Nanking,76
The Secret of NIMH,76
The Loneliest Planet,76
The Animation Show 2005,76
How to Train Your Dragon 2,76
Witness,76
Reality,76
Chevalier,76
The Last Days of Disco,76
The Original Kings of Comedy,76
Iris,76
Standing in the Shadows of Motown,76
Tim's Vermeer,76
The Last of the Mohicans,76
The Royal Tenenbaums,76
"Not Quite Hollywood: The Wild, Untold Story of Ozploitation!",76
Mud,76
The Mend,76
Greenberg,76
Sound City,76
The Talented Mr. Ripley,76
Suzhou River,76
The Manchurian Candidate,76
Down to the Bone,76
Dead Man's Burden,76
Is the Man Who Is Tall Happy?,76
Happy Valley,76
A Hard Day,76
The Lovers,76
Sophie Scholl: The Final Days,76
Into the Inferno,76
Superbad,76
Marguerite,76
Submarine,76
The Hunger Games: Catching Fire,76
The Last Emperor,76
The Far Side of the Moon,76
Nightcrawler,76
Obvious Child,76
Reds,76
Songs from the Second Floor,76
Listen Up Philip,76
The Guest,76
The Last Station,76
Brothers,76
Zhantai,76
Japan,76
Tickled,76
Undertow,76
The Unforeseen,76
Spa Night,76
Midnight Special,76
Cinévardaphoto,76
We Steal Secrets: The Story of WikiLeaks,76
The Dog,76
Boom for Real: The Late Teenage Years of Jean-Michel Basquiat,76
The 12th Man,76
The Student,76
Children of the Revolution,76
Housebound,76
Soul Kitchen,76
Anita O'Day: The Life of a Jazz Singer,76
Shotgun Stories,76
Margin Call,76
Regular Lovers,76
The Dance of Reality,76
The Ritchie Boys,76
Wild,76
Afternoon of a Faun: Tanaquil Le Clercq,76
Horses of God,76
Stronger,76
Safe,76
House Party,76
Night Across the Street,76
The Virgin Suicides,76
Madadayo,76
La grande strada azzurra,76
Shaun of the Dead,76
The Revenant,76
The Secret Lives of Dentists,76
Me and You and Everyone We Know,76
(500) Days of Summer,76
The Iron Ministry,76
The Hidden Blade,76
The Breadwinner,76
Wonder Woman,76
World on a Wire (1973),76
The Wonders,76
Leaning Into the Wind,76
The Beat That My Heart Skipped,75
The Witnesses,75
The LEGO Batman Movie,75
Graceland,75
X-Men: Days of Future Past,75
Catch Me If You Can,75
Land of Mine,75
Afterimage,75
Treeless Mountain,75
Kate Plays Christine,75
Born on the Fourth of July,75
A Prairie Home Companion,75
Mid-August Lunch,75
Martha Marcy May Marlene,75
Caterpillar,75
Microbe and Gasoline,75
Kicking and Screaming,75
"2 Autumns, 3 Winters",75
Les amitiés maléfiques,75
Baadasssss!,75
Beauty in Trouble,75
The Desert of Forbidden Art,75
Stand by Me,75
Super Dark Times,75
Finding Vivian Maier,75
Middle of Nowhere,75
The Square,75
The Deserted Station,75
The Full Monty,75
Kitchen Stories,75
Roger Dodger,75
The Kid Stays in the Picture,75
Startup.com,75
Harry Is Here to Help,75
Liberty Heights,75
Must Read After My Death,75
Trainwreck,75
The Son of Joseph,75
In the Last Days of the City,75
Okja,75
National Bird,75
The Great Flood,75
Omar,75
mother!,75
Mission: Impossible - Rogue Nation,75
The Purple Rose of Cairo,75
Plot for Peace,75
S21: The Khmer Rouge Death Machine,75
On the Run,75
Shot in the Heart,75
Solas,75
"Life, Animated",75
Waitress,75
Billy the Kid,75
Get Me Roger Stone,75
Harold and Lillian: A Hollywood Love Story,75
The Jaundiced Eye,75
Guerrilla: The Taking of Patty Hearst,75
In This World,75
Secret Ballot,75
About a Boy,75
The Believer,75
The Specialist,75
This Film Is Not Yet Rated,75
Grace Jones: Bloodlight and Bami,75
"10,000 km",75
Roxanne Roxanne,75
Peace Officer,75
Bastard Out of Carolina,75
Point Blank,75
Ingrid Bergman in Her Own Words,75
Nina Forever,75
Captain America: Civil War,75
Dark Days,75
Mapplethorpe: Look at the Pictures,75
Darkest Hour,75
An Inconvenient Truth,75
I Shot Andy Warhol,75
1945,75
Stefan Zweig: Farewell to Europe,75
Our Little Sister,75
I'll See You in My Dreams,75
The Muppets,75
Detective Dee and the Mystery of the Phantom Flame,75
The Strange Case of Angelica,75
Samson and Delilah,75
Enchanted,75
Lady Vengeance,75
Make It Funky!,75
Time Out of Mind,75
Tully,75
Rich Hill,75
Félicité,75
Touch the Sound: A Sound Journey with Evelyn Glennie,75
Girl on the Bridge,75
Croupier,75
Jing Ke ci Qin Wang,75
The Cider House Rules,75
Tumbleweeds,75
Goodbye to Language 3D,75
The Invisible Woman,75
Time to Choose,75
Infernal Affairs,75
Bernie,75
Chasing Ice,75
Bridesmaids,75
Tibet: Cry of the Snow Lion,75
The Blind Swordsman: Zatoichi,75
Shrek 2,75
The Clay Bird,75
Metropolis,75
Mary and The Witch's Flower,75
Oceans,75
Titanic,75
That Evening Sun,75
The Invisible War,75
The Motorcycle Diaries,75
Down from the Mountain,75
Life of Brian (re-release),75
The Wolfpack,75
Little Children,75
Terminator 2: Judgment Day,75
Morris from America,75
Another Road Home,75
The Wolf of Wall Street,75
Side Effects,75
The Battered Bastards of Baseball,75
Destination Unknown,75
Heaven Knows What,75
John Wick: Chapter 2,75
Tanna,75
Crude,75
The Kingdom of Dreams and Madness,75
Night Moves,75
24 City,75
An Unreasonable Man,75
After Tiller,75
Spy,75
Mistress America,75
Elizabeth,75
Kippur,75
Lawless Heart,75
David Lynch: The Art Life,75
Clean,75
A Talking Picture,75
The Art of the Steal,75
Rango,75
Repo Man,75
Patience (After Sebald),75
From Nowhere,75
Frank,75
Easy Money,75
Invasion of the Body Snatchers,75
Tin Men,75
The Holy Girl,75
"What Happened, Miss Simone?",75
Sleepless Night,75
Fear and Trembling,75
Power Trip,75
Man on the Train,75
Bulworth,75
Rush,75
Young@Heart,75
The Life and Times of Hank Greenberg,75
Matt Shepard Is a Friend of Mine,75
Win Win,75
For Ahkeem,75
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",75
Kids for Cash,75
Loveless,75
Don't Blink - Robert Frank,75
Birdboy: The Forgotten Children,75
The Bad Kids,75
Beetle Queen Conquers Tokyo,75
Taboo,75
Norman: The Moderate Rise and Tragic Fall of a New York Fixer,75
A Family Affair,75
Lucas,75
OT: Our Town,75
Pistol Opera,75
La Cienaga,75
State and Main,75
Down by Law,75
The Hit,75
Anton Chekhov's The Duel,75
THX 1138,75
Thoroughbreds,75
Charlie's Country,75
Attack the Block,75
Notes on Blindness,75
Ballplayer: Pelotero,75
Diamond Tongues,75
Terror's Advocate,75
I don't feel at home in this world anymore.,75
Dark Horse,75
Sweet Land,75
Muscle Shoals,75
Mala Mala,75
Honey,75
Misery,75
Harry Dean Stanton: Partly Fiction,75
In Between Days,75
Boy A,75
Lambert & Stamp,75
My Beautiful Laundrette,75
The Boxer,75
House of Pleasures,75
The Punk Singer,75
Joy Ride,75
Risky Business,75
An Officer and a Gentleman,75
The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,75
Heavy,75
The Settlers,75
It's Not Yet Dark,75
In the Heat of the Night,75
The Retrieval,75
The Trip to Italy,75
The Flower of My Secret,75
MC5*: A True Testimonial,75
Lovely & Amazing,75
Dina,75
Knafayim Shvurot,75
Metallica: Some Kind of Monster,74
Such a Long Journey,74
Shower,74
A Matter of Taste,74
7 Days in September,74
The Nazi Officer's Wife,74
"My Country, My Country",74
Source Code,74
Neil Young Journeys,74
Land and Shade,74
For the Love of Spock,74
Sin City,74
Under Fire: Journalists in Combat,74
Joe,74
Teacher's Pet,74
The Song of Sparrows,74
Starlet,74
State of Fear,74
La faute à Fidel!,74
Thor: Ragnarok,74
Narco Cultura,74
Two Lovers,74
La Sapienza,74
The Haunting,74
Lemon Tree,74
U-Carmen e-Khayelitsha,74
Breach,74
Among the Believers,74
2 or 3 Things I Know About Him,74
As I Open My Eyes,74
The Italian,74
My Kid Could Paint That,74
Hercules,74
The New Girlfriend,74
The Dish,74
Raising Bertie,74
Far From Men,74
An Oversimplification of Her Beauty,74
Ahead of Time,74
The Keys to the House,74
Billy Elliot,74
The Hurricane,74
The Muppet Movie,74
The Rescuers,74
In Order of Disappearance,74
The History Boys,74
A Mighty Heart,74
Big Hero 6,74
Becoming Traviata,74
Fastball,74
How to Train Your Dragon,74
Sir! No Sir!,74
Place Vendôme,74
Invictus,74
Herb & Dorothy,74
Mommy,74
The Pirogue,74
Beast,74
The Duchess of Langeais,74
The Golden Dream,74
Eastern Boys,74
Prisoners,74
Happy People: A Year in the Taiga,74
Hollywood Shuffle,74
The Invitation,74
Take My Eyes,74
Little Sister,74
Millions,74
My Big Night,74
The Legend of Drunken Master,74
East Is East,74
Judy Berlin,74
Edward Scissorhands,74
Dangerous Liaisons,74
Commune,74
Eat That Question: Frank Zappa in His Own Words,74
In the Line of Fire,74
Hidden Figures,74
Oldboy,74
Clear and Present Danger,74
Lovesong,74
The Skeleton Twins,74
Winnie the Pooh,74
Joe Gould's Secret,74
Welcome to Pine Hill,74
End of the Century,74
Red Lights,74
Raja,74
Ocean's Eleven,74
Scottsboro: An American Tragedy,74
In the Shadow of Women,74
Kundun,74
Orlando,74
Forty Shades of Blue,74
The Time That Remains,74
Mean Creek,74
Bully ,74
Mongol: The Rise of Genghis Khan,74
Sand Storm,74
A Gray State,74
A Woman in Berlin,74
Into the Abyss,74
Lost in Paris,74
Flame and Citron,74
After Auschwitz,74
The Russian Woodpecker,74
Sully,74
Dressed to Kill,74
Interstellar,74
Gods and Monsters,74
Harry Benson: Shoot First,74
Genesis,74
Maurice,74
Bridge to Terabithia,74
The Attack,74
The Heart of the Game,74
Ballet 422,74
A Good Baby,74
Higher Ground,74
The Trials of Muhammad Ali,74
Golden Door,74
Frozen,74
Stonewall Uprising,74
Bad Hair,74
Plimpton! Starring George Plimpton as Himself,74
The Town,74
Ain't Them Bodies Saints,74
Liam,74
Miss Hokusai,74
In Darkness,74
Cyrus,74
In the Realms of the Unreal,74
Lost in La Mancha,74
Little Otik,74
Cheatin',74
Munich,74
A Woman's Life,74
Frankenweenie,74
Very Semi-Serious,74
What Maisie Knew,74
The Watermelon Woman,74
The Women's Balcony,74
Augustine,74
Janis: Little Girl Blue,74
Thelma,74
Daddy Longlegs,74
Yadon ilaheyya,74
Black Hawk Down,74
Code Unknown: Incomplete Tales of Several Journeys,74
For a Few Dollars More,74
Southside with You,74
Rize,74
Tabloid,74
The Orphanage,74
Bombay Beach,74
Me and Earl and the Dying Girl,74
Prodigal Sons,74
Oklahoma City,74
Marina Abramovic: The Artist Is Present,74
Terribly Happy,74
The Bridesmaid,74
Natural Born Killers,74
The Rabbi's Cat,74
Monster,74
Drunk Stoned Brilliant Dead: The Story of the National Lampoon,74
I Kill Giants,74
78/52: Hitchcock’s Shower Scene,74
Dancing in Jaffa,74
The Woodmans,74
Sicko,74
The Ground Truth,74
A Bigger Splash,74
Iron Island,74
The Last King of Scotland,74
Inception,74
Serenity,74
The Life of Jesus,74
Computer Chess,74
Paris 05:59: Théo & Hugo,74
Tucker: The Man and His Dream,74
Disobedience,74
Peggy Sue Got Married,74
Unrelated,74
Caucus,74
After Innocence,74
Tomboy,74
Farewell,74
The Stone Roses: Made of Stone,74
Duck Season,74
Casting JonBenét,74
Barcelona,74
Twelve Monkeys,74
Humpday,74
Thirteen Conversations About One Thing,74
Shakespeare Behind Bars,74
My Mother's Smile,74
Polisse,74
Jean-Michel Basquiat: The Radiant Child,74
The Others,74
The Sea Inside,74
Flushed Away,74
Awakenings,74
The Measure of a Man,74
Colette,74
Like Crazy,74
McCullin,74
Rumble: The Indians Who Rocked The World,73
Tokyo Godfathers,73
The Party,73
A Scanner Darkly,73
Cropsey,73
The House of the Devil,73
Red Cliff,73
Chisholm '72: Unbought & Unbossed,73
El mariachi,73
My Terrorist,73
Lilo & Stitch,73
Behind the Sun,73
Cool and Crazy,73
Show Me Love,73
The Limey,73
Rust and Bone,73
4 Days in France,73
Into the Wild,73
28 Days Later...,73
Red Road,73
Wag the Dog,73
Arna's Children,73
Japanese Story,73
Tully,73
Cast Away,73
Les convoyeurs attendent,73
South Park: Bigger Longer & Uncut,73
High Art,73
The Brothers McMullen,73
Mysterious Skin,73
Cape Fear,73
Novitiate,73
(T)error,73
All This Panic,73
From Afar,73
Roxanne,73
Tangerines,73
The Rape of Recy Taylor,73
The City of Lost Children,73
Big,73
Breakdown,73
A Royal Affair,73
In This Corner of the World,73
The 40 Year Old Virgin,73
The Camden 28,73
The Long Walk Home,73
Three Monkeys,73
Mr. & Mrs. Bridge,73
Gonzo: The Life and Work of Dr. Hunter S. Thompson,73
Mr. Smith Goes to Washington,73
Mask,73
Heathers,73
The Widow of Saint-Pierre,73
The Company,73
Ray,73
Layer Cake,73
Palio,73
Cold in July,73
Mission: Impossible - Ghost Protocol,73
Battle of the Sexes,73
Mea Maxima Culpa: Silence in the House of God,73
A Borrowed Identity,73
Herman's House,73
Trilogy: The Weeping Meadow,73
The Cats of Mirikitani,73
Knuckleball!,73
Almost Holy,73
The Black Power Mixtape 1967-1975,73
Uprising (2013),73
Sing Your Song,73
The Fall of Fujimori,73
Notes on a Scandal,73
Thirst,73
I Believe in Unicorns,73
